state,state_heuristic,first_mover_opt_move,second_mover_opt_move
"(-1, 0, -1, 1, 1, -1, 0, 1, 0)",1.4196461354422586e-07,[1],[6]
"(-1, 0, -1, 1, 1, 1, -1, 1, 0)",2.0907515812876897e-07,,
"(-1, 0, -1, 1, 1, 0, -1, 1, 1)",-2.0649398333705576e-08,[5],[1]
"(-1, 0, -1, 1, 1, 0, -1, 1, 0)",3.9750091792383236e-07,"[1, 5]",[8]
"(-1, 0, -1, 1, 1, 1, 0, 1, -1)",2.0907515812876897e-07,,
"(-1, 0, -1, 1, 1, 0, 0, 1, -1)",3.7168917000670037e-07,"[1, 5]",[6]
"(-1, 0, -1, 1, 1, 0, 0, 1, 0)",-9.705217216841623e-07,[6],[1]
"(-1, 0, -1, 1, 1, -1, 0, 0, 1)",-4.129879666741115e-08,[1],[6]
"(-1, 0, -1, 1, 1, 1, -1, 0, 1)",2.0907515812876897e-07,,
"(-1, 0, -1, 1, 1, 0, -1, 0, 1)",1.935881093784898e-07,[5],[7]
"(-1, 0, -1, 1, 1, 1, 0, -1, 1)",2.0907515812876897e-07,,
"(-1, 0, -1, 1, 1, 0, 0, -1, 1)",1.884257597950634e-07,[5],[6]
"(-1, 0, -1, 1, 1, 0, 0, 0, 1)",-1.5409613506527788e-06,[6],[1]
"(-1, 0, -1, 1, 1, 0, 0, 0, 0)",1.4002873245044094e-05,[5],[6]
"(-1, 0, 0, 1, 1, -1, 1, -1, 1)",2.581174791713197e-09,[1],[2]
"(-1, 0, 0, 1, 1, -1, 1, -1, 0)",2.142375077121954e-07,[2],"[1, 8]"
"(-1, 0, 0, 1, 1, -1, 1, 1, -1)",-2.0649398333705576e-08,[1],[2]
"(-1, 0, 0, 1, 1, -1, 1, 0, -1)",1.6777636146135782e-07,[2],"[1, 7]"
"(-1, 0, 0, 1, 1, -1, 1, 0, 0)",4.568679381332359e-07,[7],[2]
"(-1, 0, 0, 1, 1, -1, -1, 1, 1)",2.581174791713197e-09,[2],[1]
"(-1, 0, 0, 1, 1, -1, -1, 1, 0)",2.142375077121954e-07,[1],"[2, 8]"
"(-1, 0, 0, 1, 1, -1, 0, 1, -1)",1.935881093784898e-07,[1],[6]
"(-1, 0, 0, 1, 1, -1, 0, 1, 0)",5.084914339674999e-07,[6],[1]
"(-1, 0, 0, 1, 1, -1, -1, 0, 1)",5.162349583426394e-09,"[1, 7]",[2]
"(-1, 0, 0, 1, 1, -1, 0, -1, 1)",5.162349583426394e-09,"[2, 6]",[1]
"(-1, 0, 0, 1, 1, -1, 0, 0, 1)",-7.227289416796952e-08,"[6, 7]","[1, 2]"
"(-1, 0, 0, 1, 1, -1, 0, 0, 0)",2.1475374267053805e-06,[2],[8]
"(-1, 0, 0, 1, 1, 1, -1, 0, 0)",1.6935087808430286e-05,,
"(-1, 0, 0, 1, 1, 1, -1, 1, -1)",2.0907515812876897e-07,,
"(-1, 0, 0, 1, 1, 0, -1, 1, -1)",4.233126658409643e-07,"[1, 5]",[2]
"(-1, 0, 0, 1, 1, 0, -1, 1, 0)",1.2234768512720553e-06,[8],[1]
"(-1, 0, 0, 1, 1, 1, -1, -1, 1)",2.0907515812876897e-07,,
"(-1, 0, 0, 1, 1, 0, -1, -1, 1)",2.1423750771219536e-07,[5],"[1, 2]"
"(-1, 0, 0, 1, 1, 0, -1, 0, 1)",6.014137264691749e-07,[7],[5]
"(-1, 0, 0, 1, 1, 0, -1, 0, 0)",2.0584868963912746e-05,[5],"[2, 8]"
"(-1, 0, 0, 1, 1, 1, 0, -1, 0)",1.6935087808430286e-05,,
"(-1, 0, 0, 1, 1, 1, 1, -1, -1)",2.0907515812876897e-07,,
"(-1, 0, 0, 1, 1, 0, 1, -1, -1)",4.233126658409643e-07,"[2, 5]",[1]
"(-1, 0, 0, 1, 1, 0, 1, -1, 0)",1.2234768512720553e-06,[8],[2]
"(-1, 0, 0, 1, 1, 0, 0, -1, 1)",6.014137264691749e-07,[6],[5]
"(-1, 0, 0, 1, 1, 0, 0, -1, 0)",2.0584868963912746e-05,[5],"[1, 8]"
"(-1, 0, 0, 1, 1, 1, 0, 0, -1)",1.6935087808430286e-05,,
"(-1, 0, 0, 1, 1, 0, 1, 0, -1)",1.1305545587703802e-06,[7],[2]
"(-1, 0, 0, 1, 1, 0, 0, 1, -1)",1.1821780546046442e-06,[6],"[1, 5]"
"(-1, 0, 0, 1, 1, 0, 0, 0, -1)",2.166380002684886e-05,[5],[6]
"(-1, 0, 0, 1, 1, 0, 0, 0, 0)",9.319331585480497e-05,[8],[5]
"(-1, -1, -1, 1, 0, 1, 1, 0, 0)",-1.8816764231589208e-06,,
"(-1, -1, -1, 1, -1, 1, 1, 1, 0)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, -1, 1, 1, 1, -1)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, -1, 1, 1, 1, 0)",-4.6461146250837546e-08,"[2, 8]","[2, 8]"
"(-1, -1, -1, 1, -1, 1, 1, 0, 1)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, -1, 1, 1, -1, 1)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, -1, 1, 1, 0, 1)",-4.6461146250837546e-08,"[2, 7]","[2, 7]"
"(-1, -1, 0, 1, -1, 1, 1, 0, 0)",-1.3938343875251265e-07,"[2, 7, 8]","[2, 7, 8]"
"(-1, -1, -1, 1, 0, 1, 1, -1, 1)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, 0, 1, 1, -1, 1)",-4.6461146250837546e-08,"[2, 4]","[2, 4]"
"(-1, -1, 0, 1, 0, 1, 1, -1, 0)",1.4196461354422586e-07,[4],[8]
"(-1, -1, -1, 1, 0, 1, 1, 1, -1)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, 0, 1, 1, 1, -1)",-4.6461146250837546e-08,"[2, 4]","[2, 4]"
"(-1, -1, 0, 1, 0, 1, 1, 0, -1)",1.4196461354422586e-07,[4],[7]
"(-1, -1, 0, 1, 0, 1, 1, 0, 0)",-1.7371306348229817e-06,"[7, 8]",[2]
"(-1, -1, -1, 1, 0, 1, 0, 1, 0)",-1.8816764231589208e-06,,
"(-1, -1, -1, 1, -1, 1, 0, 1, 1)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, -1, 1, -1, 1, 1)",2.581174791713197e-09,[2],[2]
"(-1, -1, 0, 1, -1, 1, 0, 1, 1)",-2.0649398333705576e-08,[6],[2]
"(-1, -1, 0, 1, -1, 1, 0, 1, 0)",-8.77599429182487e-08,"[2, 8]",[6]
"(-1, -1, -1, 1, 0, 1, -1, 1, 1)",-2.3230573125418773e-08,,
"(-1, -1, 0, 1, 0, 1, -1, 1, 1)",-2.0649398333705576e-08,[4],[2]
"(-1, -1, 0, 1, 0, 1, -1, 1, 0)",1.935881093784898e-07,[4],[8]
"(-1, -1, 0, 1, 0, 1, 0, 1, -1)",1.4196461354422586e-07,[4],[6]
"(-1, -1, 0, 1, 0, 1, 0, 1, 0)",-1.633883643154454e-06,[6],[2]
"(-1, -1, -1, 1, 0, 1, 0, 0, 1)",-1.8816764231589208e-06,,
"(-1, -1, 0, 1, -1, 1, 0, 0, 1)",1.4196461354422586e-07,[2],[6]
"(-1, -1, 0, 1, 0, 1, -1, 0, 1)",3.9750091792383236e-07,"[2, 4]",[7]
"(-1, -1, 0, 1, 0, 1, 0, -1, 1)",3.7168917000670037e-07,"[2, 4]",[6]
"(-1, -1, 0, 1, 0, 1, 0, 0, 1)",-9.705217216841623e-07,[6],[2]
"(-1, -1, 0, 1, 0, 1, 0, 0, 0)",1.3724106367539067e-05,[4],[6]
"(-1, 0, -1, 1, -1, 1, 1, 1, -1)",-2.3230573125418773e-08,,
"(-1, 0, -1, 1, -1, 1, 1, 1, 0)",-4.6461146250837546e-08,"[1, 8]","[1, 8]"
"(-1, 0, -1, 1, -1, 1, 1, -1, 1)",0.0,[1],[1]
"(-1, 0, -1, 1, -1, 1, 1, 0, 1)",-2.3230573125418773e-08,[7],[1]
"(-1, 0, -1, 1, -1, 1, 1, 0, 0)",-9.292229250167509e-08,"[1, 8]",[7]
"(-1, 0, -1, 1, 0, 1, 1, -1, 1)",-2.3230573125418773e-08,[4],[1]
"(-1, 0, -1, 1, 0, 1, 1, -1, 0)",1.884257597950634e-07,[4],[8]
"(-1, 0, -1, 1, 0, 1, 1, 1, -1)",-4.6461146250837546e-08,"[1, 4]","[1, 4]"
"(-1, 0, -1, 1, 0, 1, 1, 0, -1)",1.4196461354422586e-07,[4],[7]
"(-1, 0, -1, 1, 0, 1, 1, 0, 0)",-1.6442083423213065e-06,[7],[1]
"(-1, 0, -1, 1, -1, 1, -1, 1, 1)",-2.3230573125418773e-08,,
"(-1, 0, -1, 1, -1, 1, 0, 1, 1)",-4.6461146250837546e-08,"[1, 6]","[1, 6]"
"(-1, 0, -1, 1, -1, 1, 0, 1, 0)",-1.3938343875251265e-07,"[1, 6, 8]","[1, 6, 8]"
"(-1, 0, -1, 1, 0, 1, -1, 1, 1)",-4.6461146250837546e-08,"[1, 4]","[1, 4]"
"(-1, 0, -1, 1, 0, 1, -1, 1, 0)",1.4196461354422586e-07,[4],[8]
"(-1, 0, -1, 1, 0, 1, 0, 1, -1)",1.4196461354422586e-07,[4],[6]
"(-1, 0, -1, 1, 0, 1, 0, 1, 0)",-1.7371306348229817e-06,"[6, 8]",[1]
"(-1, 0, -1, 1, -1, 1, 0, 0, 1)",-9.292229250167509e-08,"[1, 6]",[7]
"(-1, 0, -1, 1, 0, 1, -1, 0, 1)",1.4196461354422586e-07,[4],[7]
"(-1, 0, -1, 1, 0, 1, 0, -1, 1)",1.884257597950634e-07,[4],[6]
"(-1, 0, -1, 1, 0, 1, 0, 0, 1)",-1.6442083423213065e-06,[7],[1]
"(-1, 0, -1, 1, 0, 1, 0, 0, 0)",1.2366408427097926e-05,[4],[7]
"(-1, 0, 0, 1, -1, 1, 1, -1, 1)",-2.3230573125418773e-08,[2],[1]
"(-1, 0, 0, 1, -1, 1, 1, -1, 0)",-9.292229250167509e-08,"[1, 8]",[2]
"(-1, 0, 0, 1, -1, 1, 1, 0, -1)",-1.8816764231589208e-06,,
"(-1, 0, 0, 1, -1, 1, 1, 0, 0)",-2.2069044469147835e-06,"[2, 7]",[8]
"(-1, 0, 0, 1, -1, 1, -1, 1, 1)",-2.0649398333705576e-08,[1],[2]
"(-1, 0, 0, 1, -1, 1, -1, 1, 0)",-8.77599429182487e-08,"[2, 8]",[1]
"(-1, 0, 0, 1, -1, 1, 0, 1, -1)",-1.8816764231589208e-06,,
"(-1, 0, 0, 1, -1, 1, 0, 1, 0)",-2.1965797477479307e-06,"[1, 6]",[8]
"(-1, 0, 0, 1, -1, 1, -1, 0, 1)",1.6777636146135782e-07,[2],"[1, 7]"
"(-1, 0, 0, 1, -1, 1, 0, -1, 1)",1.884257597950634e-07,[2],[6]
"(-1, 0, 0, 1, -1, 1, 0, 0, 1)",4.0524444229897194e-07,[7],[2]
"(-1, 0, 0, 1, -1, 1, 0, 0, 0)",-7.5318680422191085e-06,[8],[6]
"(-1, 0, 0, 1, 0, 1, -1, 1, -1)",1.6777636146135782e-07,[4],"[1, 2]"
"(-1, 0, 0, 1, 0, 1, -1, 1, 0)",4.155691414658248e-07,[1],[4]
"(-1, 0, 0, 1, 0, 1, -1, -1, 1)",4.233126658409643e-07,"[2, 4]",[1]
"(-1, 0, 0, 1, 0, 1, -1, 0, 1)",1.1305545587703802e-06,[7],[2]
"(-1, 0, 0, 1, 0, 1, -1, 0, 0)",2.0027335208902695e-05,[4],"[1, 7]"
"(-1, 0, 0, 1, 0, 1, 1, -1, -1)",1.6777636146135782e-07,[4],"[1, 2]"
"(-1, 0, 0, 1, 0, 1, 1, -1, 0)",4.0524444229897205e-07,[2],[4]
"(-1, 0, 0, 1, 0, 1, 0, -1, 1)",1.1718533554377916e-06,[6],"[2, 4]"
"(-1, 0, 0, 1, 0, 1, 0, -1, 0)",2.0099608103070667e-05,[4],[6]
"(-1, 0, 0, 1, 0, 1, 1, 0, -1)",-1.429970834609111e-06,[7],[4]
"(-1, 0, 0, 1, 0, 1, 0, 1, -1)",-1.429970834609111e-06,[6],[4]
"(-1, 0, 0, 1, 0, 1, 0, 0, -1)",1.121520446999384e-05,[4],"[1, 2]"
"(-1, 0, 0, 1, 0, 1, 0, 0, 0)",6.99007945343851e-05,[7],[4]
"(-1, -1, -1, 1, 0, 0, 1, 1, 0)",-1.8816764231589208e-06,,
"(-1, -1, 0, 1, -1, 0, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, -1, 0, 1, -1, 0, 1, 1, 0)",1.4196461354422586e-07,[8],[5]
"(-1, -1, 0, 1, 0, -1, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, -1, 0, 1, 0, -1, 1, 1, 0)",1.935881093784898e-07,[8],[4]
"(-1, -1, 0, 1, 0, 0, 1, 1, -1)",-8.77599429182487e-08,"[2, 4]",[5]
"(-1, -1, 0, 1, 0, 0, 1, 1, 0)",-1.633883643154454e-06,[5],[2]
"(-1, -1, -1, 1, 0, 0, 1, 0, 1)",-1.8816764231589208e-06,,
"(-1, -1, 0, 1, -1, 0, 1, 0, 1)",1.4196461354422586e-07,[7],[5]
"(-1, -1, 0, 1, 0, -1, 1, 0, 1)",1.935881093784898e-07,[7],[4]
"(-1, -1, 0, 1, 0, 0, 1, -1, 1)",-8.77599429182487e-08,"[2, 4]",[5]
"(-1, -1, 0, 1, 0, 0, 1, 0, 1)",-1.633883643154454e-06,[5],[2]
"(-1, -1, 0, 1, 0, 0, 1, 0, 0)",-5.456603509681698e-06,[2],[5]
"(-1, 0, -1, 1, -1, 0, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 0, -1, 1, -1, 0, 1, 1, 0)",1.4196461354422586e-07,[8],[5]
"(-1, 0, -1, 1, 0, -1, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 0, -1, 1, 0, -1, 1, 1, 0)",1.4196461354422586e-07,[8],[4]
"(-1, 0, -1, 1, 0, 0, 1, 1, -1)",-1.3938343875251265e-07,"[1, 4, 5]","[1, 4, 5]"
"(-1, 0, -1, 1, 0, 0, 1, 1, 0)",-1.7371306348229819e-06,"[4, 5]",[1]
"(-1, 0, -1, 1, -1, 0, 1, 0, 1)",1.884257597950634e-07,[7],[5]
"(-1, 0, -1, 1, 0, -1, 1, 0, 1)",1.884257597950634e-07,[7],[4]
"(-1, 0, -1, 1, 0, 0, 1, -1, 1)",-4.6461146250837546e-08,[1],"[4, 5]"
"(-1, 0, -1, 1, 0, 0, 1, 0, 1)",-1.5512860498196316e-06,"[4, 5]",[1]
"(-1, 0, -1, 1, 0, 0, 1, 0, 0)",-6.742028555954872e-06,[1],[7]
"(-1, 0, 0, 1, -1, -1, 1, 1, 1)",2.0907515812876897e-07,,
"(-1, 0, 0, 1, -1, -1, 1, 1, 0)",1.6777636146135782e-07,[8],"[1, 2]"
"(-1, 0, 0, 1, -1, 0, 1, 1, -1)",-1.8816764231589208e-06,,
"(-1, 0, 0, 1, -1, 0, 1, 1, 0)",-1.4299708346091113e-06,[5],[8]
"(-1, 0, 0, 1, -1, -1, 1, 0, 1)",2.1423750771219536e-07,[7],"[1, 2]"
"(-1, 0, 0, 1, -1, 0, 1, -1, 1)",-4.6461146250837546e-08,[1],"[2, 5]"
"(-1, 0, 0, 1, -1, 0, 1, 0, 1)",4.981667348006471e-07,[5],[7]
"(-1, 0, 0, 1, -1, 0, 1, 0, 0)",-7.253101164714083e-06,[8],[5]
"(-1, 0, 0, 1, 0, -1, 1, 1, -1)",-8.77599429182487e-08,"[2, 4]",[1]
"(-1, 0, 0, 1, 0, -1, 1, 1, 0)",4.155691414658248e-07,[1],[8]
"(-1, 0, 0, 1, 0, -1, 1, -1, 1)",5.162349583426394e-09,"[2, 4]",[1]
"(-1, 0, 0, 1, 0, -1, 1, 0, 1)",6.014137264691749e-07,[4],[7]
"(-1, 0, 0, 1, 0, -1, 1, 0, 0)",1.8687705492003546e-06,[8],[1]
"(-1, 0, 0, 1, 0, 0, 1, -1, 1)",-1.755198858364974e-07,[5],[1]
"(-1, 0, 0, 1, 0, 0, 1, -1, 0)",1.8377964516997965e-06,[4],[8]
"(-1, 0, 0, 1, 0, 0, 1, 1, -1)",-2.1965797477479307e-06,"[1, 5]",[4]
"(-1, 0, 0, 1, 0, 0, 1, 0, -1)",-5.967676118440912e-06,[4],[7]
"(-1, 0, 0, 1, 0, 0, 1, 0, 0)",-2.1712842347891415e-05,[5],[4]
"(-1, -1, -1, 1, 0, 0, 0, 1, 1)",-1.8816764231589208e-06,,
"(-1, -1, 0, 1, -1, 0, 0, 1, 1)",1.935881093784898e-07,[6],[5]
"(-1, -1, 0, 1, 0, -1, 0, 1, 1)",1.884257597950634e-07,[6],[4]
"(-1, -1, 0, 1, 0, 0, -1, 1, 1)",-4.129879666741115e-08,[2],[4]
"(-1, -1, 0, 1, 0, 0, 0, 1, 1)",-1.5409613506527788e-06,[4],[2]
"(-1, -1, 0, 1, 0, 0, 0, 1, 0)",-6.401313483448729e-06,[2],"[5, 6]"
"(-1, 0, -1, 1, -1, 0, 0, 1, 1)",1.4196461354422586e-07,[6],[5]
"(-1, 0, -1, 1, 0, -1, 0, 1, 1)",1.935881093784898e-07,[6],[4]
"(-1, 0, -1, 1, 0, 0, -1, 1, 1)",-8.77599429182487e-08,"[1, 4]",[5]
"(-1, 0, -1, 1, 0, 0, 0, 1, 1)",-1.633883643154454e-06,[5],[1]
"(-1, 0, -1, 1, 0, 0, 0, 1, 0)",-5.663097493018755e-06,[1],[6]
"(-1, 0, 0, 1, -1, -1, 0, 1, 1)",2.1423750771219536e-07,[6],"[1, 2]"
"(-1, 0, 0, 1, -1, 0, -1, 1, 1)",-4.129879666741115e-08,[2],[1]
"(-1, 0, 0, 1, -1, 0, 0, 1, 1)",5.084914339674999e-07,[5],[6]
"(-1, 0, 0, 1, -1, 0, 0, 1, 0)",-7.222127067213526e-06,[8],[5]
"(-1, 0, 0, 1, 0, -1, -1, 1, 1)",5.162349583426394e-09,"[1, 4]",[2]
"(-1, 0, 0, 1, 0, -1, 0, 1, 1)",6.014137264691749e-07,[4],[6]
"(-1, 0, 0, 1, 0, -1, 0, 1, 0)",1.972017540868883e-06,[8],[2]
"(-1, 0, 0, 1, 0, 0, -1, 1, 1)",-1.651951866696446e-07,[5],[2]
"(-1, 0, 0, 1, 0, 0, -1, 1, 0)",1.868770549200355e-06,[4],[8]
"(-1, 0, 0, 1, 0, 0, 0, 1, -1)",-5.864429126772384e-06,[4],[6]
"(-1, 0, 0, 1, 0, 0, 0, 1, 0)",-2.1310179080384152e-05,[5],[4]
"(-1, -1, 0, 1, 0, 0, 0, 0, 1)",-5.0745896405081454e-06,[2],[6]
"(-1, 0, -1, 1, 0, 0, 0, 0, 1)",-6.432287580949287e-06,[1],[5]
"(-1, 0, 0, 1, -1, 0, 0, 0, 1)",1.9410434433683245e-06,[2],[1]
"(-1, 0, 0, 1, 0, -1, 0, 0, 1)",1.1718533554377916e-06,"[6, 7]",[4]
"(-1, 0, 0, 1, 0, 0, -1, 0, 1)",2.14753742670538e-06,[5],[7]
"(-1, 0, 0, 1, 0, 0, 0, -1, 1)",2.2198103208733495e-06,[5],[6]
"(-1, 0, 0, 1, 0, 0, 0, 0, 1)",-4.0266326750725845e-06,[7],[2]
"(-1, 0, 0, 1, 0, 0, 0, 0, 0)",0.00010467696250313698,[4],[6]
"(0, -1, -1, 1, 1, 1, 0, 0, 0)",1.6935087808430286e-05,,
"(0, -1, -1, 1, 1, -1, 1, 1, -1)",-2.3230573125418773e-08,,
"(0, -1, -1, 1, 1, -1, 1, 1, 0)",-4.6461146250837546e-08,"[0, 8]","[0, 8]"
"(1, -1, -1, 1, 1, -1, 1, -1, 1)",2.581174791713197e-09,,
"(0, -1, -1, 1, 1, -1, 1, -1, 1)",2.581174791713197e-09,[0],[0]
"(0, -1, -1, 1, 1, -1, 1, 0, 1)",-2.0649398333705576e-08,[7],[0]
"(0, -1, -1, 1, 1, -1, 1, 0, 0)",1.4196461354422586e-07,[0],[7]
"(0, -1, -1, 1, 1, 1, 1, -1, 0)",2.0907515812876897e-07,,
"(0, -1, -1, 1, 1, 0, 1, -1, 1)",-2.0649398333705576e-08,[5],[0]
"(0, -1, -1, 1, 1, 0, 1, -1, 0)",3.9750091792383236e-07,"[0, 5]",[8]
"(0, -1, -1, 1, 1, 1, 1, 0, -1)",2.0907515812876897e-07,,
"(0, -1, -1, 1, 1, 0, 1, 1, -1)",-4.6461146250837546e-08,"[0, 5]","[0, 5]"
"(0, -1, -1, 1, 1, 0, 1, 0, -1)",3.7168917000670037e-07,"[0, 5]",[7]
"(0, -1, -1, 1, 1, 0, 1, 0, 0)",-9.705217216841623e-07,[7],[0]
"(0, -1, -1, 1, 1, -1, -1, 1, 1)",2.581174791713197e-09,[0],[0]
"(0, -1, -1, 1, 1, -1, 0, 1, 1)",-2.0649398333705576e-08,[6],[0]
"(0, -1, -1, 1, 1, -1, 0, 1, 0)",-8.77599429182487e-08,"[0, 8]",[6]
"(0, -1, -1, 1, 1, 1, -1, 1, 0)",2.0907515812876897e-07,,
"(0, -1, -1, 1, 1, 0, -1, 1, 1)",-2.0649398333705576e-08,[5],[0]
"(0, -1, -1, 1, 1, 0, -1, 1, 0)",1.935881093784898e-07,[5],[8]
"(0, -1, -1, 1, 1, 1, 0, 1, -1)",2.0907515812876897e-07,,
"(0, -1, -1, 1, 1, 0, 0, 1, -1)",1.4196461354422586e-07,[5],[6]
"(0, -1, -1, 1, 1, 0, 0, 1, 0)",-1.633883643154454e-06,[6],[0]
"(0, -1, -1, 1, 1, -1, 0, 0, 1)",1.6777636146135782e-07,[0],"[6, 7]"
"(0, -1, -1, 1, 1, 1, -1, 0, 1)",2.0907515812876897e-07,,
"(0, -1, -1, 1, 1, 0, -1, 0, 1)",3.9750091792383236e-07,"[0, 5]",[7]
"(0, -1, -1, 1, 1, 1, 0, -1, 1)",2.0907515812876897e-07,,
"(0, -1, -1, 1, 1, 0, 0, -1, 1)",3.9750091792383236e-07,"[0, 5]",[6]
"(0, -1, -1, 1, 1, 0, 0, 0, 1)",-9.188982258498981e-07,"[6, 7]",[0]
"(0, -1, -1, 1, 1, 0, 0, 0, 0)",1.525732419381671e-05,[5],[7]
"(0, -1, 0, 1, 1, -1, 1, -1, 1)",5.162349583426394e-09,"[0, 2]","[0, 2]"
"(0, -1, 0, 1, 1, -1, 1, -1, 0)",4.2331266584096436e-07,"[0, 2]",[8]
"(0, -1, 0, 1, 1, -1, 1, 1, -1)",-2.0649398333705576e-08,[0],[2]
"(0, -1, 0, 1, 1, -1, 1, 0, -1)",3.9750091792383236e-07,"[0, 2]",[7]
"(0, -1, 0, 1, 1, -1, 1, 0, 0)",1.1305545587703804e-06,[7],[2]
"(0, -1, 0, 1, 1, -1, -1, 1, 1)",2.581174791713197e-09,[2],[0]
"(0, -1, 0, 1, 1, -1, -1, 1, 0)",5.162349583426394e-09,"[0, 8]",[2]
"(0, -1, 0, 1, 1, -1, 0, 1, -1)",-4.129879666741115e-08,[2],[0]
"(0, -1, 0, 1, 1, -1, 0, 1, 0)",-1.651951866696446e-07,[6],[2]
"(0, -1, 0, 1, 1, -1, -1, 0, 1)",2.142375077121954e-07,[0],"[2, 7]"
"(0, -1, 0, 1, 1, -1, 0, -1, 1)",2.1939985729562175e-07,[0],"[2, 6]"
"(0, -1, 0, 1, 1, -1, 0, 0, 1)",5.601149298017638e-07,[7],[0]
"(0, -1, 0, 1, 1, -1, 0, 0, 0)",3.4019883754779943e-06,[0],[7]
"(0, -1, 0, 1, 1, 1, -1, 0, 0)",1.6935087808430286e-05,,
"(0, -1, 0, 1, 1, 1, -1, 1, -1)",2.0907515812876897e-07,,
"(0, -1, 0, 1, 1, 0, -1, 1, -1)",2.1423750771219536e-07,[5],"[0, 2]"
"(0, -1, 0, 1, 1, 0, -1, 1, 0)",6.014137264691749e-07,[8],[5]
"(0, -1, 0, 1, 1, 1, -1, -1, 1)",2.0907515812876897e-07,,
"(0, -1, 0, 1, 1, 0, -1, -1, 1)",4.233126658409643e-07,"[0, 5]",[2]
"(0, -1, 0, 1, 1, 0, -1, 0, 1)",1.2234768512720553e-06,[7],[0]
"(0, -1, 0, 1, 1, 0, -1, 0, 0)",2.0584868963912746e-05,[5],"[2, 7]"
"(0, -1, 0, 1, 1, 1, 0, -1, 0)",1.6935087808430286e-05,,
"(0, -1, 0, 1, 1, 1, 1, -1, -1)",2.0907515812876897e-07,,
"(0, -1, 0, 1, 1, 0, 1, -1, -1)",6.272254743863069e-07,"[0, 2, 5]","[0, 2, 5]"
"(0, -1, 0, 1, 1, 0, 1, -1, 0)",1.845539976074936e-06,[8],"[0, 2]"
"(0, -1, 0, 1, 1, 0, 0, -1, 1)",1.2338015504389082e-06,[6],[0]
"(0, -1, 0, 1, 1, 0, 0, -1, 0)",2.3093770861457973e-05,[5],"[2, 8]"
"(0, -1, 0, 1, 1, 1, 0, 0, -1)",1.6935087808430286e-05,,
"(0, -1, 0, 1, 1, 0, 1, 0, -1)",1.793916480240672e-06,[7],[2]
"(0, -1, 0, 1, 1, 0, 0, 1, -1)",5.084914339674999e-07,[6],[5]
"(0, -1, 0, 1, 1, 0, 0, 0, -1)",2.1632825929348306e-05,[5],[7]
"(0, -1, 0, 1, 1, 0, 0, 0, 0)",9.818014555239488e-05,[7],[5]
"(0, -1, -1, 1, -1, 1, 1, 1, -1)",2.581174791713197e-09,[0],[0]
"(0, -1, -1, 1, -1, 1, 1, 1, 0)",-2.0649398333705576e-08,[8],[0]
"(0, -1, -1, 1, -1, 1, 1, -1, 1)",-2.3230573125418773e-08,,
"(0, -1, -1, 1, -1, 1, 1, 0, 1)",-4.6461146250837546e-08,"[0, 7]","[0, 7]"
"(0, -1, -1, 1, -1, 1, 1, 0, 0)",1.4196461354422586e-07,[0],[8]
"(0, -1, -1, 1, 0, 1, 1, -1, 1)",-4.6461146250837546e-08,"[0, 4]","[0, 4]"
"(0, -1, -1, 1, 0, 1, 1, -1, 0)",3.7168917000670037e-07,"[0, 4]",[8]
"(0, -1, -1, 1, 0, 1, 1, 1, -1)",-2.0649398333705576e-08,[4],[0]
"(0, -1, -1, 1, 0, 1, 1, 0, -1)",3.9750091792383236e-07,"[0, 4]",[7]
"(0, -1, -1, 1, 0, 1, 1, 0, 0)",-9.705217216841623e-07,[8],[0]
"(0, -1, -1, 1, -1, 1, -1, 1, 1)",-2.3230573125418773e-08,,
"(0, -1, -1, 1, -1, 1, 0, 1, 1)",-4.6461146250837546e-08,"[0, 6]","[0, 6]"
"(0, -1, -1, 1, -1, 1, 0, 1, 0)",-8.77599429182487e-08,"[0, 6]",[8]
"(0, -1, -1, 1, 0, 1, -1, 1, 1)",-4.6461146250837546e-08,"[0, 4]","[0, 4]"
"(0, -1, -1, 1, 0, 1, -1, 1, 0)",1.4196461354422586e-07,[4],[8]
"(0, -1, -1, 1, 0, 1, 0, 1, -1)",1.935881093784898e-07,[4],[6]
"(0, -1, -1, 1, 0, 1, 0, 1, 0)",-1.633883643154454e-06,[8],[0]
"(0, -1, -1, 1, -1, 1, 0, 0, 1)",-1.3938343875251265e-07,"[0, 6, 7]","[0, 6, 7]"
"(0, -1, -1, 1, 0, 1, -1, 0, 1)",1.4196461354422586e-07,[4],[7]
"(0, -1, -1, 1, 0, 1, 0, -1, 1)",1.4196461354422586e-07,[4],[6]
"(0, -1, -1, 1, 0, 1, 0, 0, 1)",-1.7371306348229817e-06,"[6, 7]",[0]
"(0, -1, -1, 1, 0, 1, 0, 0, 0)",1.3724106367539069e-05,[4],[8]
